TIM_Id,Subject,Severity,Description,Initiation_Date
ProjectE - TIM - 1886,"If-Condition always evaluates to FALSE, File command_reload.c, Line 94, Inst4 Analysis 1",3,"Issue: If-Condition always evaluates to FALSE File: command_reload.c, Line 94 If-Condition in function command_reload() of file command_reload.c always evaluates to FALSE. Developer has likely initialized the local variable ""reload"" incorrectly. File: command_reload.c 55 void command_reload(pend_rec *cmd) 56 { 57 byte *dest; 58 byte *src; 59 ushort size; 60 gbool reload = gFALSE; 61 62 /* read the table from the appropriate eeprom */ 63 if (cmd->data[0] == PARAMS) 64 { 65 dest = (byte *) Params; 66 size = sizeof(Params); 67 if (cmd->data[1] == 0) 68 { 69 src = (byte *) EEPROM_A_PARAMS; 70 } 71 else if (cmd->data[1] == 1) 72 { 73 src = (byte *) EEPROM_B_PARAMS; 74 } 75 } 76 else if (cmd->data[0] == ANALOG) 77 { 78 dest = (byte *) Analog_Table; 79 size = sizeof(Analog_Table); 80 if (cmd->data[1] == 0) 81 { 82 src = (byte *) EEPROM_A_ANALOG; 83 } 84 else if (cmd->data[1] == 1) 85 { 86 src = (byte *) EEPROM_B_ANALOG; 87 } 88 } 89 else 90 { 91 reload = gFALSE: 92 } 93 94 if (reload) 95 { 96 Function->mem_cpy_func(dest, src, size); 97 } 98 } /* command_reload */",4/24/07
ProjectE - TIM - 1885,"Array out-of-bounds error in file pack_led.c, on lines 91, 99 and 191, Inst4 Analysis 1",2,"Issue: Array out-of-bounds error in file File: pack_led.c, on lines 91, 99 and 191 There is an array out-of-bounds error in file pack_led.c, on lines 91, 99 and 191. The array Trans.Packet_Counter[] is accessed at element 9 (i.e. LED1_PRIORITY) whereas the array size is defined as 6 (PACKET_COUNTER_SIZE). File pack_led.c, Lines 91, 99, 191 90 Function->msg_add_func(MSG_DATA_NOT_SENT, 91 Trans.Packet_Counter[LED1_PRIORITY], MSG_LED, 92 0, 0); 93 STI; 94 ret = MSG_DATA_NOT_SENT; 95 } 96 97 if (ret == 0) 98 { 99 Trans.Packet_Counter[LED1_PRIORITY]++; 100 ... 186 187 /* get the begin end times for this packet, set up begin time for next */ 188 led_buf->hdr.start_time = led_buf->end_time; 189 led_buf->end_time = GET_SYSTIME(); 190 led_buf->type = type; 191 led_buf->hdr.packet_count = Trans.Packet_Counter[LED1_PRIORITY]; telem.h #define ERROR_PRIORITY 0 #define ENG_PRIORITY 1 #define MSG_PRIORITY 2 #define DSC1_PRIORITY 3 #define DSC2_PRIORITY 4 #define EGA1_PRIORITY 5 #define EGA2_PRIORITY 6 #define EGA_HOP1_PRIORITY 7 #define EGA_HOP2_PRIORITY 8 #define LED1_PRIORITY 9 #define LED2_PRIORITY 10 #define DUMP1_PRIORITY 11 #define DUMP2_PRIORITY 12 #define HEART_PRIORITY 21 #define VML1_PRIORITY 22 #define VML2_PRIORITY 23 #define PACKET_COUNTER_SIZE 6 typedef struct { ... byte Packet_Counter[PACKET_COUNTER_SIZE]; } transmit_globals;",4/24/07
ProjectE - TIM - 1884,"Array out-of-bounds error in file pack_ega_hop.c, lines 86, 94 and 104, Inst4 Analysis 1",2,"Issue: Array out-of-bounds error in file pack_ega_hop.c, on lines 86, 94 and 104 File: pack_ega_hop.c, lines 86, 94 and 104 There is an array out-of-bounds error in file pack_ega_hop.c, on lines 86, 94 and 104. the array Trans.Packet_Counter[] is accessed at element 7 (i.e. EGA_HOP1_PRIORITY) whereas the array size is defined as 6 (PACKET_COUNTER_SIZE). File pac_ega_hop.c, lines 86, 94, 104 82 else 83 { 84 CLI; 85 Function->msg_add_func(MSG_DATA_NOT_SENT, 86 Trans.Packet_Counter[EGA_HOP1_PRIORITY], 87 MSG_EGA_HOP, 0, 0); 88 STI; 89 ret = MSG_DATA_NOT_SENT; 90 } 91 92 if (ret == 0) 93 { 94 Trans.Packet_Counter[EGA_HOP1_PRIORITY]++; 95 96 /* get the begin end times for this packet, set up begin time for next */ 97 ega->hdr.start_time = EGA.Hop.Start_time; 98 EGA.Hop.Start_time = GET_SYSTIME(); 99 ega->end_time = EGA.Hop.Start_time; 100 ega->ega_time = EGA.Hop.Ega_time; 101 ega->count = EGA.Hop.Count; 102 ega->scan_type = EGA.Hop.Type; 103 ega->set_number = EGA.Hop.Set_Number; 104 ega->hdr.packet_count = Trans.Packet_Counter[EGA_HOP1_PRIORITY]; 105 106 size = sizeof(ega_hop_rec) * EGA.Hop.Count; 107 108 if (size > 0) 109 { 110 Function->mem_cpy_func(ega->recs, EGA.Hop.Ega, size); telem.h #define ERROR_PRIORITY 0 #define ENG_PRIORITY 1 #define MSG_PRIORITY 2 #define DSC1_PRIORITY 3 #define DSC2_PRIORITY 4 #define EGA1_PRIORITY 5 #define EGA2_PRIORITY 6 #define EGA_HOP1_PRIORITY 7 #define EGA_HOP2_PRIORITY 8 #define LED1_PRIORITY 9 #define LED2_PRIORITY 10 #define DUMP1_PRIORITY 11 #define DUMP2_PRIORITY 12 #define HEART_PRIORITY 21 #define VML1_PRIORITY 22 #define VML2_PRIORITY 23 #define PACKET_COUNTER_SIZE 6 typedef struct { ... byte Packet_Counter[PACKET_COUNTER_SIZE]; } transmit_globals;",4/24/07
ProjectE - TIM - 1883,"Array out-of-bounds error in file command_memdump.c, function command_memory_dump, on lines 141, 158 and 160, Inst4 Analysis 1",2,"Issue: Array out-of-bounds error in file command_memdump.c, function command_memory_dump, on lines 141, 158 and 160 File: command_memdump.c, lines 141, 158 and 160 There is an array out-of-bounds error in file command_memdump.c, function command_memory_dump, on lines 141, 158 and 160. the array Trans.Packet_Counter[] is accessed at element 11 (i.e. DUMP1_PRIORITY) whereas the array size is defined as 6 (PACKET_COUNTER_SIZE). File command_memdump.c byte command_memory_dump(ushort id, dump_type *ad_len, dump_types type, byte seq_num) { ... 139 Function->msg_add_func(MSG_DATA_NOT_SENT, 140 Trans.Packet_Counter[DUMP1_PRIORITY], 141 MSG_DUMP, 0, 0); 142 STI; 143 ret = MSG_DATA_NOT_SENT; 144 } 145 146 if (!ret) 147 { 148 size = ad_len->length + DUMP_STD_LENGTH; 149 if (type == SEQUENCE_DUMP) 150 { 151 size++; 152 } 153 if (size & 0x01) 154 { 155 size++; 156 } 157 158 Trans.Packet_Counter[DUMP1_PRIORITY]++; 159 dump->hdr.start_time = GET_SYSTIME(); 160 dump->hdr.packet_count = Trans.Packet_Counter[DUMP1_PRIORITY]; 161 dump->hdr.length = size; telem.h #define ERROR_PRIORITY 0 #define ENG_PRIORITY 1 #define MSG_PRIORITY 2 #define DSC1_PRIORITY 3 #define DSC2_PRIORITY 4 #define EGA1_PRIORITY 5 #define EGA2_PRIORITY 6 #define EGA_HOP1_PRIORITY 7 #define EGA_HOP2_PRIORITY 8 #define LED1_PRIORITY 9 #define LED2_PRIORITY 10 #define DUMP1_PRIORITY 11 #define DUMP2_PRIORITY 12 #define HEART_PRIORITY 21 #define VML1_PRIORITY 22 #define VML2_PRIORITY 23 #define PACKET_COUNTER_SIZE 6 typedef struct { ... byte Packet_Counter[PACKET_COUNTER_SIZE]; } transmit_globals;",4/24/07
ProjectE - TIM - 1882,"Assignment of 32 bit register value to 8 bit variable. File led_reading.c, Line 83, Inst4 Analysis 1",3,"Issue: 32 bit register value assigned to an 8 bit variable. File: led_reading.c, Line 83 In File led_reading.c on line 83, the 32 bit data register value storing the system time accessed with the macro GET_SYSTIME(), is assigned to ""Store.recs[Store.write_ptr].r_time"", where r_time is an 8 bit variable in the structure. File led_reading.c, Line 83 58 void led_reading(byte which, short value) 59 { 60 int i; 61 ... 76 /* no need to interrupt protect, called from the ADC interrupt */ 77 Function->engin_add_func(which, value, GET_SYSTIME()); 78 } 79 else if (Led.fast_rate) 80 { 81 Store.recs[Store.write_ptr].reading = which; 82 Store.recs[Store.write_ptr].r_value = value; 83 Store.recs[Store.write_ptr].r_time = GET_SYSTIME(); led.h ----------- typedef struct { byte reading; byte r_time; ushort r_value; } led_rec; tega2007.h ----------- #ifdef FSW #define GET_SYSTIME() (~Dma_Regs->systime) #else #define GET_SYSTIME() (Dma_Regs->systime) #endif dmaregs.h ----------- typedef struct { ushort manifold_pres; ushort shield_err; ushort oven_err; ushort oven_shield_misc; ushort adc_data; ushort unused0[3]; ulong systime; <==== ivv note: systime ushort unused1[2]; ushort oven_timer; ushort shld_timer; ushort t_timer; ushort unused2; ushort timer0; ... ushort timer7; } dma_reg_struct;",4/24/07
ProjectE - TIM - 1881,"Condition always evaluates TRUE, File ega_start.c, Line 68, Inst4 Analysis 1",3,"Issue: Condition always evaluates TRUE File: File ega_start.c, Line 68 On line 68 of file ega_start.c (function ega_start), a condition will alway be true because the sum of ""start_up1.count1"" and ""start_up1.count2"" both of type byte (8 bits) can not exceed 510. The sum is compared to MAX_EGA_STARTUP which is equal to 1000. ega_start.c 50 void ega_start(byte *temp_buf, ushort *size, gbool *send_msg, 51 gbool *send_crc_msg) 52 { 53 ushort size_read; 54 dump_type dump; 55 ulong ega_time; 56 ushort crc; 57 ushort count; 58 ega_startup1 start_up1; 59 60 EGA.Err_Cnt = 0; 61 if (Function->read_ega_data_buf_func(sizeof(ega_startup1), &temp_buf[*size], 62 &size_read, gTRUE)) 63 { 64 Function->mem_cpy_func(&start_up1, &temp_buf[*size], 65 sizeof(ega_startup1)); 66 *size += sizeof(ega_startup1); 67 68 if (start_up1.count1 + start_up1.count2 < MAX_EGA_STARTUP) 69 { 70 count = (start_up1.count1 + start_up1.count2) * 4; 71 if (Function->read_ega_data_buf_func(count + 2 + sizeof(ega_startup2), 72 &temp_buf[*size], 73 &size_read, gTRUE)) 74 { 75 *size += count + sizeof(ega_startup2); 76 77 crc = *((ushort *) &temp_buf[*size]); 78 if (crc != Function->ega_crc_func(*size, temp_buf)) 79 { 80 *send_crc_msg = gTRUE; 81 *size += sizeof(ushort); 82 } 83 else 84 { 85 dump.address = (ulong) (temp_buf + 1); 86 dump.length = count + sizeof(ega_startup1) + 87 sizeof(ega_startup2); 88 Function->command_memory_dump_func(0, &dump, 89 EGA_STARTUP_DUMP, 0); 90 } 91 } 92 else 93 { 94 *send_msg = gTRUE; 95 *size += size_read; 96 } ega.h #define MAX_EGA_STARTUP 1000 #define EGA_READ_SIZE 1000 #define EGA_READ_BUF_SIZE 50 #define EGA_FIRST_READ_SIZE 1 #define EGA_MEM_LD_EXT_SIZE 10 #define EGA_STD_CMD_SIZE 6",4/24/07
ProjectE - TIM - 1880,"Reuse of symbol name as function and variable. File eeprom_en_dis.c, Line 73, 88, Inst4 Analysis 1",5,"Issue: Reuse of symbol name as function and variable File: File eeprom_en_dis.c, Line 73, 88 Reuse of symbol name as function and variable. Symbol eeprom_ready is defined as a function in tega2007.h and as a local variable in function eeprom_en_dis() of file eeprom_en_dis.c. The header file tega2007.h is referenced in the file eeprom_en_dis.c 2nd instance of issue: The same type of issue exists with the symbol send_data in file pack_dsc.c (function pack_dsc()). Symbol send_data is both local variable and function where function is of type byte and local is type ushort. 3rd instance of issue: The same type of issue exists with the symbol send_data in file pack_msg.c (function pack_messages()). Symbol send_data is both local variable and function where function is of type byte and local is type ushort. File eeprom_en_dis.c, Line 73, 88 59 ushort eeprom_ready; 60 61 if (side == EEPROM_SIDEA) 62 { 63 if (Params[EEPROM_SIDEA_WRITE] != EEPROM_PROTECTA) 64 { 65 CLI; 66 Function->msg_add_func(MSG_EEPROM_NOT_ENABLED, id, side, 0, 0); 67 STI; 68 ret = MSG_EEPROM_NOT_ENABLED; 69 } 70 else 71 { 72 eep_base = EEPROM0_START; 73 eeprom_ready = EPR_0_READY; 74 } 75 } 76 else 77 { 78 if (Params[EEPROM_SIDEB_WRITE] != EEPROM_PROTECTB) 79 { 80 CLI; 81 Function->msg_add_func(MSG_EEPROM_NOT_ENABLED, id, side, 0, 0); 82 STI; 83 ret = MSG_EEPROM_NOT_ENABLED; 84 } 85 else 86 { 87 eep_base = EEPROM1_START; 88 eeprom_ready = EPR_1_READY; 89 } 90 }",4/24/07
ProjectE - TIM - 1879,"Use of incorrect telemetry ID, nav2.c, line 167, build 6.21",3,"Issue: Use of incorrect telemetry ID File: nav2.c, line 167 As a result of a design document to code trace, a discrepancy in a telemetry reset function was found. The macro AV2_MRD_INIT_VEL_MCI_TLM_ID was repeated twice as shown in the code snippet. The likely intent of the developer was to execute tlm_store once for each telemetry ID – for MCI & MRD. File nav2.c 106 void nav2_Reset(void) 107 { ... 162 tlm_store_double(NAV2_MRD_INIT_TIME_TLM_ID, 0.0); 163 tlm_store_array_double(NAV2_MRD_INIT_POS_MCI_TLM_ID, 164 nav2Mci.position); 165 tlm_store_array_double(NAV2_MRD_INIT_VEL_MCI_TLM_ID, 166 nav2Mci.velocity); 167 tlm_store_array_double(NAV2_MRD_INIT_VEL_MCI_TLM_ID, 168 nav2Mrd.velocity);",4/20/07
ProjectE - TIM - 1878,"Function returns improper error value, Payload FSW tests return value improperly, File eps.c, Function eps_comp_pwr_callback(), Payload Files Inst8_fsw.c, Inst6_fsw.c, Build 6.1",3,"Issue: Function returns improper error value, Payload FSW tests return value improperly File: File eps.c, Function eps_comp_pwr_callback(), Payload Files Inst8_fsw.c, Inst6_fsw.c The function eps_comp_pwr_callback() of eps.c returns EPS_ERROR_COMP_ID (equal to 6) in contradiction to documentation. Inline documentation (line 200 of eps.c) states that the function should return EPS_ERROR (equal to -1) when in error. All calls to the function in the primary FSW that checks the return value uses the condition (x != EPS_OK) or (x != 0) to trap errors. Calls to eps_comp_pwr_callback()in the Payload FSW file Inst8.mod/Inst8_fsw.c (line 224) and Inst6.mod/Inst6_fsw.c (line 240) are checking the return value with the condition ""if (EPS_ERROR == eps_rc)"". The payload engineer is aware of the proper return value but should have chosen to use the condition (eps_rc != EPS_OK) - the proper means to trap the errors. File: eps.c ** Return: ** EPS_OK on success 200 ** otherwise EPS_ERROR -----***********************************************************/ /*+++++ Begin Prototype +++++*/ 203 eps_error_t eps_comp_pwr_callback(eps_comp_id_t id, void (*f) (eps_comp_id_t, double, double *)) /*----- End Prototype -----*/ { eps_error_t retval; retval = EPS_OK; /*+++++ * do loop to control error flow, only executed once -----*/ do { /*+++++ * If component ID is not in range * return EPS_ERROR_COMP_ID * generate an EVR * break -----*/ if (UNDEFINED_EPS_COMP_ID_TYPE <= id) { retval = EPS_ERROR_COMP_ID; EVR_REPORT_EVENT_1(EVR_WARNING, EVR_ID_EPS_COMP_ID_02, EVR_LOC(__LINE__), ""Invalid comp id %i encountered"", id); break; } /*+++++ * update eps_comp[] element with ptr to f() -----*/ eps_comp[id].f = f; retval = EPS_OK; } while (FALSE); return retval; }",3/23/07
ProjectE - TIM - 1877,"Function returns improper error value, Payload FSW tests return value improperly, File eps.c, Function eps_comp_msg_q() and Payload Files Inst8_fsw.c, Inst6_fsw.c, Build 6.1",3,"Issue: Function returns improper error value, Payload FSW tests return value improperly File: File eps.c, Function eps_comp_msg_q(), Payload Files Inst8_fsw.c, Inst6_fsw.c The function eps_comp_msg_q() in file eps.c, returns EPS_ERROR_COMP_ID in contradiction to documentation. Inline documentation states (line 267 of eps.c), that the function eps_comp_msg_q() should return EPS_ERROR when in error. All calls to the function in the primary FSW that checks the return value uses the condition (x != EPS_OK) or (x != 0) to trap errors. Calls to eps_comp_msg_q() in the Payload FSW file Inst8.mod/Inst8_fsw.c (line 239) and Inst6.mod/Inst6_fsw.c (line 255) check the return value with the condition ""if (EPS_ERROR == eps_rc)"". The payload engineer is aware of the proper return value but should have chosen to use the condition (eps_rc != EPS_OK) - the proper means to trap the errors. File: eps.c ** Return: ** eps_error_t ** EPS_OK 267 ** otherwise, EPS_ERROR -----**********************************************************/ /*+++++ Begin Prototype +++++*/ 270 eps_error_t eps_comp_msg_q(eps_comp_id_t id, taskId_t task_id, objectId_t object_id, instanceId_t instance_id, int priority) /*----- End Prototype -----*/ { eps_error_t retval; retval = EPS_OK; /*+++++ * do loop to control error flow, only executed once -----*/ do { /*+++++ * If component ID is not in range * return EPS_ERROR_COMP_ID * report error and abort * break -----*/ if (UNDEFINED_EPS_COMP_ID_TYPE <= id) { retval = EPS_ERROR_COMP_ID; ... ... return retval; }",3/23/07
