TIM_Id,Subject,Severity,Description,Initiation_Date
ProjectF - TIM - 1750,Lack of verification of requirement FSW.SN.25 in the Pulse Train Firing thruster mode,3,"Requirement FSW.SN.25 in the SubSys1 SRS document [1], which calls for keeping track of the accumulated thruster commanded on-time based on processor hardware output with a minimum resolution of 50 ms, has been verified in ACS test procedures apt_ssThrustA.proc [2] and apt_contThrustA.proc [3] for the Sun Synchronous Pulsing and Continuous Firing thruster modes, respectively. However, no test procedure, available to IV&V, attempts to verify FSW.SN.25 in the Pulse Train Firing mode. This oversight may be due to the fact that with the removal of the ground command capability in the Pulse Train Firing thruster mode, FSW.SN.25 and similar requirements appear not to apply to this thruster mode, as any thruster activity in these requirements has been characterized to be command-related with the word ""command"" interpreted to mean ""ground command."" In fact, the functionalities addressed in FSW.SN.25 and some other similar requirements apply to thruster commands or actions initiated by either ground or flight software. One of the following three fundamental solutions may be adopted to alleviate this problem: (a) Requirement FSW.SN.25 and such similar requirements may be modified to explicitly allow for both ground and spacecraft commands, (b) New requirements may be created to allow for spacecraft commands, (c) Existing requirement FSW.SN.25 and similar requirements may be liberally interpreted to cover both ground and spacecraft commands. The immediate fact remains, however, that a test to verify the functionality addressed in FSW.SN.25 in the Pulse Train Firing mode needs to be added and performed. Due to the near-completion of the ProjectF FSW testing effort, the closure of the current issue requires the project to provide IV&V with the artifacts which indicate the satisfaction of both of the following criteria: 1. The missing test in question has been implemented in a new or existing test procedure script. 2. The test procedure script in question has subsequently been run against the latest version of the ProjectF FSW and has successfully and fully verified the correct implementation of the requirement(s) in question in FSW. References: 1. “ProjectF Flight Software Requirements Specification,” ProjectF – FSW – SRS, Release 3.1, June 14, 2006. 2. SubSys1 ACS test procedure STOL script, apt_ssThrustA.proc, unspecified version, created December 13, 2005. 3. SubSys1 ACS test procedure STOL script, apt_contThrustA.proc, unspecified version, created December 13, 2005.",9/4/06
ProjectF - TIM - 1749,Lack of verification of requirement FSW.SN.24 in the Pulse Train Firing thruster mode,3,"Requirement FSW.SN.24 in the SubSys1 SRS document [1], which calls for keeping track of the accumulated thruster commanded on-time computed in software with floating point precision, has been verified in ACS test procedures apt_ssThrustA.proc [2] and apt_contThrustA.proc [3] for the Sun Synchronous Pulsing and Continuous Firing thruster modes, respectively. However, no test procedure, available to IV&V, attempts to verify FSW.SN.24 in the Pulse Train Firing mode. This oversight may be due to the fact that with the removal of the ground command capability in the Pulse Train Firing thruster mode, FSW.SN.24 and similar requirements appear not to apply to this thruster mode, as any thruster activity in these requirements has been characterized to be command-related with the word ""command"" interpreted to mean ""ground command."" In fact, the functionalities addressed in FSW.SN.24 and some other similar requirements apply to thruster commands or actions initiated by either ground or flight software. One of the following three fundamental solutions may be adopted to alleviate this problem: (a) Requirement FSW.SN.24 and such similar requirements may be modified to explicitly allow for both ground and spacecraft commands, (b) New requirements may be created to allow for spacecraft commands, (c) Existing requirement FSW.SN.24 and similar requirements may be liberally interpreted to cover both ground and spacecraft commands. The immediate fact remains, however, that a test to verify the functionality addressed in FSW.SN.24 in the Pulse Train Firing mode needs to be added and performed. Due to the near-completion of the ProjectF FSW testing effort, the closure of the current issue requires the project to provide IV&V with the artifacts which indicate the satisfaction of both of the following criteria: 1. The missing test in question has been implemented in a new or existing test procedure script. 2. The test procedure script in question has subsequently been run against the latest version of the ProjectF FSW and has successfully and fully verified the correct implementation of the requirement(s) in question in FSW. References: 1. “ProjectF Flight Software Requirements Specification,” ProjectF – FSW – SRS, Release 3.1, June 14, 2006. 2. SubSys1 ACS test procedure STOL script, apt_ssThrustA.proc, unspecified version, created December 13, 2005. 3. SubSys1 ACS test procedure STOL script, apt_contThrustA.proc, unspecified version, created December 13, 2005.",9/4/06
ProjectF - TIM - 1748,Lack of verification of requirement FSW.SN.21 in the Pulse Train Firing thruster mode,3,"Requirement FSW.SN.21 in the SubSys1 SRS document [1], which calls for the cancellation of a thruster firing if the number of pulses per revolution has a negative numerator or denominator or has a numerator greater than two times the denominator, has been verified in ACS test procedures apt_ssThrustCmdPPRnumZeroFSWA.proc [2], apt_ssThrustCmdPPRnumZeroITOSA.proc [3], apt_ssThrustCmdPPRdenZeroFSWA.proc [4], apt_ssThrustCmdPPRdenZeroITOSA.proc [5], and apt_ssThrustCmdPPRnumGT2denA.proc [6] for the Sun Synchronous Pulsing thruster mode. However, no test procedure, available to IV&V, attempts to verify FSW.SN.21 in the Pulse Train Firing mode. This oversight may be due to the fact that with the removal of the ground command capability in the Pulse Train Firing thruster mode, FSW.SN.21 and similar requirements appear not to apply to this thruster mode, as any thruster activity in these requirements has been characterized to be command-related with the word ""command"" interpreted to mean ""ground command."" In fact, the functionalities addressed in FSW.SN.21 and some other similar requirements apply to thruster commands or actions initiated by either ground or flight software. One of the following three fundamental solutions may be adopted to alleviate this problem: (a) Requirement FSW.SN.21 and such similar requirements may be modified to explicitly allow for both ground and spacecraft commands, (b) New requirements may be created to allow for spacecraft commands, (c) Existing requirement FSW.SN.21 and similar requirements may be liberally interpreted to cover both ground and spacecraft commands. The immediate fact remains, however, that a test to verify the functionality addressed in FSW.SN.21 in the Pulse Train Firing mode needs to be added and performed. Due to the near-completion of the ProjectF FSW testing effort, the closure of the current issue requires the project to provide IV&V with the artifacts which indicate the satisfaction of both of the following criteria: 1. The missing tests in question have been implemented in new or existing test procedure scripts. 2. The test procedure scripts in question have subsequently been run against the latest versions of the ProjectF FSW and ITOS and have successfully and fully verified the correct implementation of the requirement(s) in question in FSW. References: 1. “ProjectF Flight Software Requirements Specification,” ProjectF – FSW – SRS, Release 3.1, June 14, 2006. 2. SubSys1 ACS test procedure STOL script file, apt_ssThrustCmdPPRnumZeroFSWA.proc, unspecified version, created January 9, 2006. 3. SubSys1 ACS test procedure STOL script file, apt_ssThrustCmdPPRnumZeroITOSA.proc, unspecified version, created January 9, 2006. 4. SubSys1 ACS test procedure STOL script file, apt_ssThrustCmdPPRdenZeroFSWA.proc, unspecified version, created January 9, 2006. 5. SubSys1 ACS test procedure STOL script file, apt_ssThrustCmdPPRdenZeroITOSA.proc, unspecified version, created January 9, 2006. 6. SubSys1 ACS test procedure STOL script file, apt_ssThrustCmdPPRnumGT2denA.proc, unspecified version, created January 9, 2006.",9/4/06
ProjectF - TIM - 1747,Lack of verification of requirement FSW.SN.16 in the Pulse Train Firing thruster mode,3,"Requirement FSW.SN.16 in the SubSys1 SRS document [1], which calls for the cancellation of a thruster firing if the thrust center phase is less than 0 or greater than or equal to 2 pi, has been verified in ACS test procedures apt_ssThrustCmdPhaseNegFSWA.proc [2], apt_ssThrustCmdPhaseNegITOSA.proc [3], apt_ssThrustCmdPhaseGT2PiFSWA.proc [4], and apt_ssThrustCmdPhaseGT2PiITOSA.proc [5] for the Sun Synchronous Pulsing thruster mode. However, no test procedure, available to IV&V, attempts to verify FSW.SN.16 in the Pulse Train Firing mode. This oversight may be due to the fact that with the removal of the ground command capability in the Pulse Train Firing thruster mode, FSW.SN.16 and similar requirements appear not to apply to this thruster mode, as any thruster activity in these requirements has been characterized to be command-related with the word ""command"" interpreted to mean ""ground command."" In fact, the functionalities addressed in FSW.SN.16 and some other similar requirements apply to thruster commands or actions initiated by either ground or flight software. One of the following three fundamental solutions may be adopted to alleviate this problem: (a) Requirement FSW.SN.16 and such similar requirements may be modified to explicitly allow for both ground and spacecraft commands, (b) New requirements may be created to allow for spacecraft commands, (c) Existing requirement FSW.SN.16 and similar requirements may be liberally interpreted to cover both ground and spacecraft commands. The immediate fact remains, however, that a test to verify the functionality addressed in FSW.SN.16 in the Pulse Train Firing mode needs to be added and performed. Due to the near-completion of the ProjectF FSW testing effort, the closure of the current issue requires the project to provide IV&V with the artifacts which indicate the satisfaction of both of the following criteria: 1. The missing tests in question have been implemented in new or existing test procedure scripts. 2. The test procedure scripts in question have subsequently been run against the latest versions of the ProjectF FSW and ITOS and have successfully and fully verified the correct implementation of the requirement(s) in question in FSW. References: 1. “ProjectF Flight Software Requirements Specification,” ProjectF – FSW – SRS, Release 3.1, June 14, 2006. 2. SubSys1 ACS test procedure STOL script file, apt_ssThrustCmdPhaseNegFSWA.proc, unspecified version, created January 9, 2006. 3. SubSys1 ACS test procedure STOL script file, apt_ssThrustCmdPhaseNegITOSA.proc, unspecified version, created January 9, 2006. 4. SubSys1 ACS test procedure STOL script file, apt_ssThrustCmdPhaseGT2PiFSWA.proc, unspecified version, created January 9, 2006. 5. SubSys1 ACS test procedure STOL script file, apt_ssThrustCmdPhaseGT2PiITOSA.proc, unspecified version, created January 9, 2006.",9/4/06
ProjectF - TIM - 1746,Lack of verification of requirement FSW.SN.15 in the Pulse Train Firing thruster mode,3,"Requirement FSW.SN.15 in the SubSys1 SRS document [1], which calls for the cancellation of a thruster firing when the thruster off time between pulses is less than the minimum allowed, has been verified in ACS test procedure apt_ssThrustCmdOffLowA.proc [2] for the Sun Synchronous Pulsing thruster mode. However, no test procedure, available to IV&V, attempts to verify FSW.SN.15 in the Pulse Train Firing mode. This oversight may be due to the fact that with the removal of the ground command capability in the Pulse Train Firing thruster mode, FSW.SN.15 and similar requirements appear not to apply to this thruster mode, as any thruster activity in these requirements has been characterized to be command-related with the word ""command"" interpreted to mean ""ground command."" In fact, the functionalities addressed in FSW.SN.15 and some other similar requirements apply to thruster commands or actions initiated by either ground or flight software. One of the following three fundamental solutions may be adopted to alleviate this problem: (a) Requirement FSW.SN.15 and such similar requirements may be modified to explicitly allow for both ground and spacecraft commands, (b) New requirements may be created to allow for spacecraft commands, (c) Existing requirement FSW.SN.15 and similar requirements may be liberally interpreted to cover both ground and spacecraft commands. The immediate fact remains, however, that a test to verify the functionality addressed in FSW.SN.15 in the Pulse Train Firing mode needs to be added and performed. Due to the near-completion of the ProjectF FSW testing effort, the closure of the current issue requires the project to provide IV&V with the artifacts which indicate the satisfaction of both of the following criteria: 1. The missing test in question has been implemented in a new or existing test procedure script. 2. The test procedure script in question has subsequently been run against the latest version of the ProjectF FSW and has successfully and fully verified the correct implementation of the requirement(s) in question in FSW. References: 1. “ProjectF Flight Software Requirements Specification,” ProjectF – FSW – SRS, Release 3.1, June 14, 2006. 2. SubSys1 ACS test procedure STOL script, apt_ssThrustCmdOffLowA.proc, unspecified version, created January 9, 2006.",9/4/06
ProjectF - TIM - 1745,Lack of verification of requirement FSW.SN.14 in the Pulse Train Firing thruster mode,3,"Requirement FSW.SN.14 in the SubSys1 SRS document [1], which calls for the cancellation of a thruster firing when the pulse width for that thruster firing is less than the minimum allowed, has been verified in ACS test procedures apt_continThrustCmdDurationLowFSWA.proc [2] and apt_continThrustCmdDurationLowITOSA.proc [3] for the Continuous Firing thruster mode and apt_ssThrustCmdPWlowFSWA.proc [4] and apt_ssThrustCmdPWlowITOSA.proc [5] for the Sun Synchronous Pulsing thruster mode. However, no test procedure, available to IV&V, attempts to verify FSW.SN.14 in the Pulse Train Firing mode. This oversight may be due to the fact that with the removal of the ground command capability in the Pulse Train Firing thruster mode, FSW.SN.14 and similar requirements appear not to apply to this thruster mode, as any thruster activity in these requirements has been characterized to be command-related with the word ""command"" interpreted to mean ""ground command."" In fact, the functionalities addressed in FSW.SN.14 and some other similar requirements apply to thruster commands or actions initiated by either ground or flight software. One of the following three fundamental solutions may be adopted to alleviate this problem: (a) Requirement FSW.SN.14 and such similar requirements may be modified to explicitly allow for both ground and spacecraft commands, (b) New requirements may be created to allow for spacecraft commands, (c) Existing requirement FSW.SN.14 and similar requirements may be liberally interpreted to cover both ground and spacecraft commands. The immediate fact remains, however, that a test to verify the functionality addressed in FSW.SN.14 in the Pulse Train Firing mode needs to be added and performed. Due to the near-completion of the ProjectF FSW testing effort, the closure of the current issue requires the project to provide IV&V with the artifacts which indicate the satisfaction of both of the following criteria: 1. The missing tests in question have been implemented in new or existing test procedure scripts. 2. The test procedure scripts in question have subsequently been run against the latest versions of the ProjectF FSW and ITOS and have successfully and fully verified the correct implementation of the requirement(s) in question in FSW. References: 1. “ProjectF Flight Software Requirements Specification,” ProjectF – FSW – SRS, Release 3.1, June 14, 2006. 2. SubSys1 ACS test procedure STOL script, apt_continThrustCmdDurationLowFSWA.proc, unspecified version, created January 9, 2006. 3. SubSys1 ACS test procedure STOL script, apt_continThrustCmdDurationLowITOSA.proc, unspecified version, created January 9, 2006. 4. SubSys1 ACS test procedure STOL script, apt_ssThrustCmdPWlowFSWA.proc, unspecified version, created January 9, 2006. 5. SubSys1 ACS test procedure STOL script, apt_ssThrustCmdPWlowITOSA.proc, unspecified version, created January 9, 2006.",9/4/06
ProjectF - TIM - 1744,Lack of verification of requirement FSW.SN.13 in the Pulse Train Firing thruster mode,3,"Requirement FSW.SN.13 in the SubSys1 SRS document [1], which calls for the termination of a thruster firing when the number of thruster pulses is not positive, has been verified in ACS test procedures apt_ssThrustCmdPulseZeroFSWA.proc [2] and apt_ssThrustCmdPulseZeroITOSA.proc [3] for the Sun Synchronous Pulsing thruster mode. However, no test procedure, available to IV&V, attempts to verify FSW.SN.13 in the Pulse Train Firing mode. This oversight may be due to the fact that with the removal of the ground command capability in the Pulse Train Firing thruster mode, FSW.SN.13 and similar requirements appear not to apply to this thruster mode, as any thruster activity in these requirements has been characterized to be command-related with the word ""command"" interpreted to mean ""ground command."" In fact, the functionalities addressed in FSW.SN.13 and some other similar requirements apply to thruster commands or actions initiated by either ground or flight software. One of the following three fundamental solutions may be adopted to alleviate this problem: (a) Requirement FSW.SN.13 and such similar requirements may be modified to explicitly allow for both ground and spacecraft commands, (b) New requirements may be created to allow for spacecraft commands, (c) Existing requirement FSW.SN.13 and similar requirements may be liberally interpreted to cover both ground and spacecraft commands. The immediate fact remains, however, that a test to verify the functionality addressed in FSW.SN.13 in the Pulse Train Firing mode needs to be added and performed. Due to the near-completion of the ProjectF FSW testing effort, the closure of the current issue requires the project to provide IV&V with the artifacts which indicate the satisfaction of both of the following criteria: 1. The missing tests in question have been implemented in new or existing test procedure scripts. 2. The test procedure scripts in question have subsequently been run against the latest versions of the ProjectF FSW and ITOS and have successfully and fully verified the correct implementation of the requirement(s) in question in FSW. References: 1. “ProjectF Flight Software Requirements Specification,” ProjectF – FSW – SRS, Release 3.1, June 14, 2006. 2. SubSys1 ACS test procedure STOL script file, apt_ssThrustCmdPulseZeroFSWA.proc, unspecified version, created January 9, 2006. 3. SubSys1 ACS test procedure STOL script file, apt_ssThrustCmdPulseZeroITOSA.proc, unspecified version, created January 9, 2006.",9/4/06
ProjectF - TIM - 1743,Lack of verification of requirement FSW.SN.12 in the Pulse Train Firing thruster mode,3,"Requirement FSW.SN.12 in the SubSys1 SRS document [1], which calls for the termination of a thruster firing when the stop time for that thruster is too soon, has been verified in ACS test procedures apt_continThrustCmdStopEarlyA.proc [2] and apt_ssThrustCmdStopEarlyA.proc [3] for the Continuous Firing and Sun Synchronous Pulsing thruster modes, respectively. However, no test procedure, available to IV&V, attempts to verify FSW.SN.12 in the Pulse Train Firing mode. This oversight may be due to the fact that with the removal of the ground command capability in the Pulse Train Firing thruster mode, FSW.SN.12 and similar requirements appear not to apply to this thruster mode, as any thruster activity in these requirements has been characterized to be command-related with the word ""command"" interpreted to mean ""ground command."" In fact, the functionalities addressed in FSW.SN.12 and some other similar requirements apply to thruster commands or actions initiated by either ground or flight software. One of the following three fundamental solutions may be adopted to alleviate this problem: (a) Requirement FSW.SN.12 and such similar requirements may be modified to explicitly allow for both ground and spacecraft commands, (b) New requirements may be created to allow for spacecraft commands, (c) Existing requirement FSW.SN.12 and similar requirements may be liberally interpreted to cover both ground and spacecraft commands. The immediate fact remains, however, that a test to verify the functionality addressed in FSW.SN.12 in the Pulse Train Firing mode needs to be added and performed. Due to the near-completion of the ProjectF FSW testing effort, the closure of the current issue requires the project to provide IV&V with the artifacts which indicate the satisfaction of both of the following criteria: 1. The missing test in question has been implemented in a new or existing test procedure script. 2. The test procedure script in question has subsequently been run against the latest version of the ProjectF FSW and has successfully and fully verified the correct implementation of the requirement(s) in question in FSW. References: 1. “ProjectF Flight Software Requirements Specification,” ProjectF – FSW – SRS, Release 3.1, June 14, 2006. 2. SubSys1 ACS test procedure STOL script file, apt_continThrustCmdStopEarlyA.proc, unspecified version, created January 9, 2006. 3. SubSys1 ACS test procedure STOL script file, apt_ssThrustCmdStopEarlyA.proc, unspecified version, created January 9, 2006.",9/4/06
ProjectF - TIM - 1742,Lack of verification of requirement FSW.SN.10 in the Pulse Train Firing thruster mode,3,"Requirement FSW.SN.10 in the SubSys1 SRS document [1], which calls for the termination of a thruster firing when the stop time for that thruster has been reached, has been verified in ACS test procedures apt_thrStopStopTimeContinA.proc [2] and apt_thrStopStopTimeSSA.proc [3] for the Continuous Firing and Sun Synchronous Pulsing thruster modes, respectively. However, no test procedure, available to IV&V, attempts to verify FSW.SN.10 in the Pulse Train Firing mode. This oversight may be due to the fact that with the removal of the ground command capability in the Pulse Train Firing thruster mode, FSW.SN.10 and similar requirements appear not to apply to this thruster mode, as any thruster activity in these requirements has been characterized to be command-related with the word ""command"" interpreted to mean ""ground command."" In fact, the functionalities addressed in FSW.SN.10 and some other similar requirements apply to thruster commands or actions initiated by either ground or flight software. One of the following three fundamental solutions may be adopted to alleviate this problem: (a) Requirement FSW.SN.10 and such similar requirements may be modified to explicitly allow for both ground and spacecraft commands, (b) New requirements may be created to allow for spacecraft commands, (c) Existing requirement FSW.SN.10 and similar requirements may be liberally interpreted to cover both ground and spacecraft commands. The immediate fact remains, however, that a test to verify the functionality addressed in FSW.SN.10 in the Pulse Train Firing mode needs to be added and performed. Due to the near-completion of the ProjectF FSW testing effort, the closure of the current issue requires the project to provide IV&V with the artifacts which indicate the satisfaction of both of the following criteria: 1. The missing test in question has been implemented in a new or existing test procedure script. 2. The test procedure script in question has subsequently been run against the latest version of the ProjectF FSW and has successfully and fully verified the correct implementation of the requirement(s) in question in FSW. References: 1. “ProjectF Flight Software Requirements Specification,” ProjectF – FSW – SRS, Release 3.1, June 14, 2006. 2. SubSys1 ACS test procedure STOL script file, apt_thrStopStopTimeContinA.proc, unspecified version, created December 27, 2005. 3. SubSys1 ACS test procedure STOL script file, apt_thrStopStopTimeSSA.proc, unspecified version, created December 13, 2005.",9/4/06
ProjectF - TIM - 1741,TEST_HSK_2 does not have an executing test script,3,"References: (1) ProjectF IDPU SRS Rev G FSW_001_TABLES (2) ProjectF IDPU FSW Comprehensive Performance Test THM_FSW_009D FSW.HSK-2 from (1) says, ""The HSK Module shall sample the A/D converter, shall store the data to 8-bit resolution and shall set the multiplexor to the next list item"" (1) says that requirement, FSW.HSK-2, will be tested by TEST_HSK_2. TEST_HSK_2 only contains comments. The script does not have any executable lines of code. It is expected that the test would contain some varying analog signals to determine that the A/D is receiving the data and transferring it without any errors.",8/25/06
